text,label
29823003026300 this is the end do you hear the end now and forever,Ses03F_script03_2_F040
30232503076675 no youre not going out like this no youre not,Ses03F_script03_2_M042
30444373060000 oh yes i am,Ses03F_script03_2_F041
30600003167400 yes i am let go of me i hate you and i loath you god i cant believe i just finally realized how you are i am never marry you never never never never i would rather die in torment,Ses03F_script03_2_F042
31200553166300 oh shut up shut up shut up,Ses03F_script03_2_M043
31663003276700 i wouldnt marry you again if you came back crawling to me on your hands and knees because youre vile youre a mean evilminded little vampire and i hope to god i never set eyes on you again,Ses03F_script03_2_M044
32717503311000 beast or brute cad swine beast beast brute,Ses03F_script03_2_F043
00440450131562 hey listen here missy ive been in this line for an hour and now im finally here  so youre going to take my application,Ses03M_impro01_M000
01222670155586 is that a demand sir,Ses03M_impro01_F000
01468630196199 its not a demand its a request  will you just take it  come on,Ses03M_impro01_M001
01889060218775 i must see it before i just take it,Ses03M_impro01_F001
02129300248252 oh  look at it,Ses03M_impro01_M002
02462500284002 sir you completely filled this out wrong,Ses03M_impro01_F002
02840020322750 no  you filled out the back part  you were supposed to fill out the front portion only,Ses03M_impro01_F003
02756750287200 what,Ses03M_impro01_M003
03120300345207 what are you talking about  it says fill out that part,Ses03M_impro01_M004
03390750396278 no no no no no  youre going to have to go back over on the other side second door up the stairs,Ses03M_impro01_F004
03472090363225 okay,Ses03M_impro01_M005
03730920411989 oh my god can you just transfer it yourself,Ses03M_impro01_M006
03979000457464 no i cant just transfer it myself sir  you got to do this  everyone else is doing the same thing,Ses03M_impro01_F005
04397310471621 you dont know you cant write  you dont know how to write,Ses03M_impro01_M007
04654720489639 excuse me sir,Ses03M_impro01_F006
04806300511804 whats wrong with you people  god,Ses03M_impro01_M008
05045110527678 i think youre being a little condescending,Ses03M_impro01_F007
05276780565573 you need to go back over there and fill it out again,Ses03M_impro01_F008
05694340612907 the information is on there  here ill just fill it out right here,Ses03M_impro01_M009
06061860659400 no no no because there are other people in line  you have to go get a complete new application,Ses03M_impro01_F009
06480850682120 this will take like a minute okay jesus,Ses03M_impro01_M010
06631000702712 no no no siryou need to get out of the line,Ses03M_impro01_F010
06841220721731 im not going anywhere  im staying right here,Ses03M_impro01_M011
07027120777788 well im going to have to call security because sir you there are hundreds of people waiting in line at this dmv were closing in about half an hour,Ses03M_impro01_F011
07467570802670 heyuh well thats too bad cause im getting my license right now,Ses03M_impro01_M012
07889420840150 you will get your license sir you have to go fill out another copyexcuse me,Ses03M_impro01_F012
08145500832275 give me my,Ses03M_impro01_M013
08747440896480 hey no give me that back,Ses03M_impro01_M014
ugh,M:
08456500885000 no  now im going to take this from you because you are obviously misleading,Ses03M_impro01_F013
08984820943650  no  im not waitingim not coming back again  i dont have time to come back five days,Ses03M_impro01_M015
08864700912353 no  you couldnt go get another one,Ses03M_impro01_F014
09233640951100 well then you wont have a license will you,Ses03M_impro01_F015
09466750962600 ill have a license,Ses03M_impro01_M016
09576750981525 well not from this department you wont,Ses03M_impro01_F016
09758461003874 yes i will  ill have this garbage,Ses03M_impro01_M017
09861251003016 sir,Ses03M_impro01_F017
10038741046775 just as i want  ugh,Ses03M_impro01_M018
10516961093251 sir  im going to ask you one more time and then im going to call my supervisor,Ses03M_impro01_F018
10932511124568 who will proceed to call security if you cant remove yourself,Ses03M_impro01_F019
11009731133720 fine  call your supervisor  ask supervisor over,Ses03M_impro01_M019
11337201164375 and ill tell her how youve been behaving,Ses03M_impro01_M020
11584601174762 really,Ses03M_impro01_F020
11671831191207 how would you like that hmm,Ses03M_impro01_M021
11790521253650 shes not actually in the building  shes only on the phone sir please leave this line immediately,Ses03M_impro01_F021
12007881227387 oh okay  wow,Ses03M_impro01_M022
12482651330348 no  im not going anywhere  im staying here i am filling out right now okay just calm down im filling out right now just take the god damn piece of paper,Ses03M_impro01_M023
12644241311615 okay  im going to call security security,Ses03M_impro01_F022
13228001428425 i have it  im taking it  doesnt mean im going to do anything with itget out of my line  this is my line  get out  all these peoplesir you are causing a mob in this department,Ses03M_impro01_F023
13363001365950 okey this is a new one  take the new one,Ses03M_impro01_M024
13889791411001 do you own the dmv,Ses03M_impro01_M025
14130031467630 im sorry shesthese people they just want to get their license,Ses03M_impro01_M026
14317751486800 no you cannot get your license  you filled out the wrong part of the form,Ses03M_impro01_F024
14764961516680 what are you talking about  just transfer it over  i filled out the new one,Ses03M_impro01_M027
14991501566200 this entire time youre fighting with me sir you couldve finished the form and already been half way no  get out,Ses03M_impro01_F025
15285491557721 i did finish one  take it,Ses03M_impro01_M028
15582931582325 what is wrong with you,Ses03M_impro01_M029
00577030091927 hey sweetie,Ses03M_impro02_M000
01850480206139 hey,Ses03M_impro02_M001
00588970086953 um,Ses03M_impro02_F000
00875500165375 hows it going  oh im so tired  oh i just woke up mmm,Ses03M_impro02_F001
01707220193803 whats going on,Ses03M_impro02_F002
02166850246731 uh um,Ses03M_impro02_M002
02003690227032 why the sad face,Ses03M_impro02_F003
02479240294375 they need me out there sooner than i thought,Ses03M_impro02_M003
03008520344229 where  who  what are you talking about,Ses03M_impro02_F004
03386580384223 they want to deploy me next week,Ses03M_impro02_M004
03736770391784 next week,Ses03M_impro02_F005
03925800415661 overseas,Ses03M_impro02_F006
04260080446702 for,Ses03M_impro02_M005
04411300466997 for how long this time,Ses03M_impro02_F007
04606500488288 they said anywhere from two to three years,Ses03M_impro02_M006
04815220568077 what  what do you mean two to three years  dont they know that you have a wife and an expectant child,Ses03M_impro02_F008
05611000592949 i told them that but they,Ses03M_impro02_M007
05879750611454 honey,Ses03M_impro02_F009
05981230629760 need me on the specialist honey,Ses03M_impro02_M008
06168260673137 you cant  we need you  i need you,Ses03M_impro02_F010
06665700697412 i dont want to go but,Ses03M_impro02_M009
07185030751931 i dont care about the money,Ses03M_impro02_F011
06974120753921 but they said theyd increase my pay by triplethere promotion,Ses03M_impro02_M010
07594920813415 and youre leaving next week so you wont even be here for annas birth,Ses03M_impro02_F012
08066500829532 no,Ses03M_impro02_M011
08144100840675 do this whole thing by myself,Ses03M_impro02_F013
08372920869924 honey youre not going to be by yourself,Ses03M_impro02_M012
08745010943200 well have internet set up well get web cameras and everything  my whole familys here too,Ses03M_impro02_M013
08410730875694 carry her for nine months and then yes,Ses03M_impro02_F014
09721981000452 honey,Ses03M_impro02_M014
09367800974785 its not the same thing  its not like having you here,Ses03M_impro02_F015
10104011038875 i cant do this,Ses03M_impro02_F016
10344251093425 you can do it  alright  you can you can be strong you can be strong for both of us alright,Ses03M_impro02_M015
11003391135100 im sick of being strong for us,Ses03M_impro02_F017
11005381132175 i dont know what to do,Ses03M_impro02_M016
11321751165975 i dont want to  i dont i dont want to go,Ses03M_impro02_M017
11731641205199 what am i supposed to do,Ses03M_impro02_M018
11956481230071 you can say no,Ses03M_impro02_F018
12239031247875 you know i cant say no,Ses03M_impro02_M019
12394231313840 you could  you really could  you could get into another line of work  i could start working after annas born,Ses03M_impro02_F019
12667501297524 the last guy who said no was fired,Ses03M_impro02_M020
13017021338115 i put in fifteen years in this job,Ses03M_impro02_M021
13245851346074 i know,Ses03M_impro02_F020
13381151372725 im so close  five more years and i retire,Ses03M_impro02_M022
13736501400196 and well have that happy life,Ses03M_impro02_M023
13992011444325 happiness for me is having you here with me,Ses03M_impro02_F021
14455481508439 and watch our child grow see her take her first steps her first words,Ses03M_impro02_F022
14988881531918 honey after a year i can be back,Ses03M_impro02_M024
15203771548035 you said two years,Ses03M_impro02_F023
15378871571713 they want me there two years but i could probably get,Ses03M_impro02_M025
15717131612304 maybe get some vacation once it quiets down there,Ses03M_impro02_M026
15775501639600 a whole year were not talking about like a couple months here  i mean this is a whole year,Ses03M_impro02_F024
16333961671400 i know  i know  but they really need some good guys there,Ses03M_impro02_M027
16600591687915 what could happen in a year,Ses03M_impro02_F025
16899051758950 and this isnt the first time you know  i mean you alwayssending you off to different places and,Ses03M_impro02_F026
17690981809092 well thats the kind of work im in honey,Ses03M_impro02_M028
18047141852270 i dont know if thats how i want to live my life,Ses03M_impro02_F027
18488871909177 its just going to beits going to go faster than you think,Ses03M_impro02_M029
19071872030600 joe im serious i dont want to have to have a little girl to tellasking every day wheres daddy wheres daddy and have to tell her that hes away,Ses03M_impro02_F028
20316002065572 far away and he wont be here,Ses03M_impro02_F029
20405012076516 you tell her breathing,Ses03M_impro02_M030
20737302130040 im done  i cant honey,Ses03M_impro02_F030
21238722156703 what do you mean,Ses03M_impro02_M031
21807792211621 its over,Ses03M_impro02_F031
22016722225325 what,Ses03M_impro02_M032
22179882255594 honey i cant do it anymore,Ses03M_impro02_F032
22362942278477 are you kidding me  no,Ses03M_impro02_M033
22800692326828 i need you here  anna needs you,Ses03M_impro02_F033
23198642370400 so i haveyou want me to choose between you guys or my career,Ses03M_impro02_M034
23648322382342 yeah,Ses03M_impro02_F034
23717972397067 what am i going to do,Ses03M_impro02_M035
23827402410900 priorities honey priorities,Ses03M_impro02_F035
24042302443030 i want towhat am i going to do if i leave this job,Ses03M_impro02_M036
24352702482228 youre smart  you could go back to school,Ses03M_impro02_F036
24937692541550 finish your masters that you were started never finished,Ses03M_impro02_F037
25339622592859 fine  ill see if i can talk to them,Ses03M_impro02_M037
00046210030025 hey,Ses03M_impro03_M000
00232990046150 hey,Ses03M_impro03_F000
00404360073747 esmeralda guess what,Ses03M_impro03_M001
00629640078946 what,Ses03M_impro03_F001
00752880140755 laughter guess who just got hitched,Ses03M_impro03_M002
01428500250825 shut up oh my god  really just like that  you just asked the question and whathow did you ask,Ses03M_impro03_F002
01415250217776 this guy yeah  can you believe it she said yes too yeah  she said yes,Ses03M_impro03_M003
02349750272268 okay we were at chuck e cheese,Ses03M_impro03_M004
02516650289250 chuck e cheese  ah man that is so lame,Ses03M_impro03_F003
02996750341700 are you serious garbage man,Ses03M_impro03_F004
02842060358916 get the big pizzaand i put it in the pizza and she ate so garbage,Ses03M_impro03_M005
03559000413575 oh like that one movie  whats that one movie i just saw no  where she like swallows the,Ses03M_impro03_F005
03752830408402 american pie ah,Ses03M_impro03_M006
04138250471559 oh i dont remember  everybody says i love you with drew barrymoreno you havent seen it  okay,Ses03M_impro03_F006
04575000527925 yeah  it sounds like a chick flick anyways so she gets the ring and she goes,Ses03M_impro03_M007
04728750494858 yeah  well,Ses03M_impro03_F007
05291000583046 barry whats this  and i go i dont know  she goes,Ses03M_impro03_M008
05620580588630 she calls you barry,Ses03M_impro03_F008
05836000601425 thats my name,Ses03M_impro03_M009
05957250640950 oh okay  well i call you joe cause youre middle name joseph,Ses03M_impro03_F009
06365500714500 barry joe bj laughter oh you dirty dirty girl youre so dirty,Ses03M_impro03_M010
06494000702428 laughter so nasty no you dirty me,Ses03M_impro03_F010
07080120722069 okay,Ses03M_impro03_F011
07162920794853 ahanyways so she took the ring and she goes is this real  so i was like of course,Ses03M_impro03_M011
07957000820655 sara and i,Ses03M_impro03_M012
08154560869756 she actually asked if it was real  i wouldve probably asked the same thing considering you were in chuck e cheese,Ses03M_impro03_F012
08628750897868 come on it was her birthday,Ses03M_impro03_M013
08703330889203 because of chuck e cheese,Ses03M_impro03_F013
08910500926173 oh man how old are you five,Ses03M_impro03_F014
09007570943118 she wantedshe always wants something spontaneous,Ses03M_impro03_M014
09286760956211 yeah  thats you know okay,Ses03M_impro03_F015
09450431002616 i couldnt i couldnt afford the red lobster laughter what anyway,Ses03M_impro03_M015
09659501060767 oh god you are damn cheap cheap cheap anyways moving on its not like youre poor  i mean your dad makes okey,Ses03M_impro03_F016
10349651062307 so okay then and,Ses03M_impro03_M016
10623071096004 i got all the character animals to do a conga line,Ses03M_impro03_M017
10960041153577 dim down the lights and uh i got on one of the tables pulled her up,Ses03M_impro03_M018
11279671153962 you had the mouse,Ses03M_impro03_F017
11545401195553 isnt it a rat  its a rat  chuck e cheese,Ses03M_impro03_F018
11540501178650 yeah,Ses03M_impro03_M019
11942051273325 chuckyi dont know  i dont know anyways i pull her up and i go i go sarah,Ses03M_impro03_M020
12117501246300 okay laughter,Ses03M_impro03_F019
12741501364228 youre my guiding light then they put on that song the ive had the time of my life that song,Ses03M_impro03_M021
12911501327400 oh my god,Ses03M_impro03_F020
13455511381400 okay that is really cheesy joe,Ses03M_impro03_F021
13667311413521 and i go i want to spend the rest of my life with you,Ses03M_impro03_M022
14046641428155 oh thats kind of sweet,Ses03M_impro03_F022
14158321462430 and i love you baby  and i want you to marry me,Ses03M_impro03_M023
14543421537332 wait wait wait i want you to marry me  no shouldnt you like be more like a question like would you marry me  not like i want you to marry me  its like a demand,Ses03M_impro03_F023
15375251577825 you marry me i man i jane you tarzan,Ses03M_impro03_F024
15314251603450 no well thats what i said spur of the momentand she goes she goes,Ses03M_impro03_M024
16070361657300 sure  and that was it,Ses03M_impro03_M025
16467021667882 she said sure,Ses03M_impro03_F025
16682671705430 sure  who says sure  you say yesi dont like,Ses03M_impro03_F026
16607581680398 yeah she goes,Ses03M_impro03_M026
16977281742015 cause she was a little confused at first but then she said yes,Ses03M_impro03_M027
17231451746251 how long have you guys been going out,Ses03M_impro03_F027
17433621786301 about two and a half weeks,Ses03M_impro03_M028
17799471800650 what,Ses03M_impro03_F028
17943891848303 two and   we love each other yeah,Ses03M_impro03_M029
18120001833925 what,Ses03M_impro03_F029
18431381917622 okay  i havent seen you in about two and a half years and i come back and youre getting engaged to somebody you only knew for,Ses03M_impro03_F030
19039501933989 you got to meet her shes wonderful,Ses03M_impro03_M030
19176221975580 no no no  you dont get married in two and a half weeks  it doesnt work that way  you dont even have sexin two and a half weeks,Ses03M_impro03_F031
19453492049520 she just graduated from high school andshes planning to apply for collegesand stuffshes so great  she has so much life and energy and stuff,Ses03M_impro03_M031
19782752013512 what oh my god,Ses03M_impro03_F032
20219852048025 she must be hot,Ses03M_impro03_F033
20537562086489 yeah thats it  shes hot and you are getting married,Ses03M_impro03_F034
20631912085912 yeah she is goodlooking,Ses03M_impro03_M032
20864892127700 i cannot believe you  why do you want to get married  youre a boy  youre a little boy,Ses03M_impro03_F035
21231502144833 im twenty eight years old,Ses03M_impro03_M033
21379502179375 you still act like a boy  and men take a lot longer to growi will tell you,Ses03M_impro03_F036
21600442231096 well thats why im dating someone whos just eighteen years old jesus i think shes ready to have kids already,Ses03M_impro03_M034
21802622204331 oh man,Ses03M_impro03_F037
22184252242503 what  eighteen,Ses03M_impro03_F038
22328292267082 im so excited  its going to be great,Ses03M_impro03_M035
22603642317551 i cant believe you  i cant believe it  well im going to be there  ill be at that wedding but ill be in the back,Ses03M_impro03_F039
23000292370888 she justshe justwere in a good position too  she just got promoted to assistant manager at jack in the box,Ses03M_impro03_M036
23716502400150 and so yeah,Ses03M_impro03_M037
23801252439437 wow very promising  yeah  very promising future and what are you doing,Ses03M_impro03_F040
24311572485775 im still working at my parents restaurant busing tables,Ses03M_impro03_M038
24661752505650 alright yeah  have a kid  make a beautiful life,Ses03M_impro03_F041
24991282550346 oh thats great my mom said we can move in with her again if we run out of money,Ses03M_impro03_M039
25430292605801 you you are too much i cant handle it,Ses03M_impro03_F042
25528492616584 im so happy,Ses03M_impro03_M040
00632000085200 whats going on man  whats wrong,Ses03M_impro04_F000
00813000112900 im just so tired all the time,Ses03M_impro04_M000
01385000173375 well have you been trying to get a job look for a job or,Ses03M_impro04_F001
01691000204300 ive been looking for like eight months,Ses03M_impro04_M001
01989000246600 i know  it its really tough out there  its really hard to find a job,Ses03M_impro04_F002
02401000300745 im tired of the same excuses  no no youre not qualified enough wish you had more education,Ses03M_impro04_M002
02965000313600 well what are you looking for  i mean,Ses03M_impro04_F003
03046000337800 last time someone told me i was too qualified,Ses03M_impro04_M003
03344000357200 well okay well thats,Ses03M_impro04_F004
03457000363100 cause i went to harvard,Ses03M_impro04_M004
03865000430800 well thats what  for what job  whowhat jobs are you looking for,Ses03M_impro04_F005
04323000570300 i applied as restaurant manager at pf chang  i applied atmacys store manager tried to get investment banking job with deloitte and touche  im trying everywhere,Ses03M_impro04_M005
04790410493319 but listen,Ses03M_impro04_FXX0
05702000675900 yeah  well it seems to me you know you just got to keep going out there you know pushing through  you got a harvard degree  i mean you can get a job anywhere,Ses03M_impro04_F006
06595000746200 you know what  ive been working at temp jobs for the past six months  you know how degrading it is,Ses03M_impro04_M006
07406000756500 yeah,Ses03M_impro04_F007
07568000820700 to be a receptionist  oh i spent forty thousand dollar a year for my college degree and im a receptionist  god,Ses03M_impro04_M007
08154000827900 yeah,Ses03M_impro04_F008
08211000850500 im smarter than half the people i work for,Ses03M_impro04_M008
08455000884000 well what do youwhat would ideally like to do you know,Ses03M_impro04_F009
08836000921400 i dont know astronaut  i dont know something crazy like that,Ses03M_impro04_M009
09126000934500 well whatd you major in,Ses03M_impro04_F010
09368000964100 biomedical engineering,Ses03M_impro04_M010
09633001002200 youyou cant be working as a restaurant manager i mean come on,Ses03M_impro04_F011
09930001053400 i dont want to do engineering though  its soi had the internship what last summer,Ses03M_impro04_M011
10535751162900 and i was pulling my hair out and it was like oh my god  so i just had to finish the major so now theyre like why are you an engineering major and why are you working trying to work at a restaurant  and its like i dont know just give me the damn job,Ses03M_impro04_M012
11779001197500 look im sorry,Ses03M_impro04_F012
11777001199900 why all these questions,Ses03M_impro04_M013
12004001284900 you know if you need any help finding a place i can i can talk to my work you know i work at that law firm downtown and i can ask if theyre looking for anybody,Ses03M_impro04_F013
12757001294900 oh yeah  what kind of jobs they got,Ses03M_impro04_M014
12902001318000 i amjust like a law clerk,Ses03M_impro04_F014
13191001340000 i dont want to be a law clerk,Ses03M_impro04_M015
13218911328924 yeah,Ses03M_impro04_FXX1
13360001369575 well im moving up  i mean it could be,Ses03M_impro04_F015
13664751427300 to be a lawyer  you go to law school now  god this is all these dead ends,Ses03M_impro04_M016
14276501460300 and plus my car is breaking down,Ses03M_impro04_M017
14605251487425 theyre evicting me from my apartment,Ses03M_impro04_M018
14840001532400 well it doesnt make any sense though  like with a harvard degree you should be able to,Ses03M_impro04_F016
15274001574800 yeah  i know  youd think i would be able to be ceo of a company right,Ses03M_impro04_M019
15761001622700 just you got to hang in there  can you ask your parents for help or anybody,Ses03M_impro04_F017
16138001650700 no  im not going toyeah theyd laugh in my face,Ses03M_impro04_M020
16503001721300 just for a little bit you know  cause ii guarantee youre going to find something  when you find something its just going to be huge and youre going to get money,Ses03M_impro04_F018
17060001745200 no i got a sixteen hundred on my sat,Ses03M_impro04_M021
17771001805200 something how are you going,Ses03M_impro04_F019
17774001818400 im freakingtyping sixty words a minute,Ses03M_impro04_M022
18149001836100 how many words a minute,Ses03M_impro04_F020
18312001905500 sixty words  sixty words a minute  hey how are you doing mr smith  oh you know its just like god i just want to shoot you mr smith,Ses03M_impro04_M023
19014001937400 sixty words a minute  thats a mina word per min uh second,Ses03M_impro04_F021
19352001964800 yeah  its alright  but,Ses03M_impro04_M024
19657001999075 you could be an amazing receptionist,Ses03M_impro04_F022
19666001987700 im not cut to be a receptionist,Ses03M_impro04_M025
19975002012700 no,Ses03M_impro04_M026
20152002059000 oh yeah  i will be a full time receptionist  harvard degree sixteen hundred on my sat,Ses03M_impro04_M027
20559002121100 well if you need something i mean youre just going tocan get a temporary thing right now and then look for something,Ses03M_impro04_F023
20649752097700 you know head of the science club,Ses03M_impro04_M028
21124002140800 thats what ive been doing temporary things,Ses03M_impro04_M029
21255002150300 oh i know  but,Ses03M_impro04_F024
21534002213000 its going to get better i promise you you just got to hang in there everyone i mean you know,Ses03M_impro04_F025
21854012194137 yeah,Ses03M_impro04_MXX0
22038002219175 maybe ill just kill myself,Ses03M_impro04_M030
22154002275000 what  you cantwhat  now come on  stop it  dont be talking like that,Ses03M_impro04_F026
22540002270600 i was just joking,Ses03M_impro04_M031
22768002303700 i dont know,Ses03M_impro04_M032
23126002419400 my what i would do was just you know what about can you call harvard and seedont they have connections  dont they have like career center and you can find some stuff thats going on,Ses03M_impro04_F027
24162002464800 yeah  ithey said brian youre too smart  you dont need us,Ses03M_impro04_M033
24650502497000 go out and take over the world by yourself and im like what,Ses03M_impro04_M034
24883002563000 well obviously its not working  just cause you got sixteen hundred on your sat doesnt guarantee you a job  i mean it should really but,Ses03M_impro04_F028
25577002625700 i dont know  i dont know  i know im just going to have to keep on looking keep on searching,Ses03M_impro04_M035
26330002715700 and im never going to find anything probably but ill just keep working hard at it yeah okay  positive im going to do good find that job,Ses03M_impro04_M036
26584002688800 you got to be positive man  you got to try to just,Ses03M_impro04_F029
27073002738100 but you got to be real about it  you have to,Ses03M_impro04_F030
27460002777800 yeah  i got eighteen hundred on my sat,Ses03M_impro04_M037
27750002799900 sixteen hundred,Ses03M_impro04_F031
27988002822100 same difference,Ses03M_impro04_M038
28284002855800 twentyone hundred on my sat,Ses03M_impro04_M039
28547002878400 twentyone hundred,Ses03M_impro04_F032
28781002929000 but im doomed  yeah i got so good i was over twenty one hundred  now what am i doing,Ses03M_impro04_M040
29299002985500 like wow youre really smart were going to give you an extra garbage,Ses03M_impro04_M041
00573000075300 can i help you sir,Ses03M_impro05a_F000
00717000117200 yes you can help me  where is my luggage,Ses03M_impro05a_M000
01122000145900 well let me just check on that for you  where are you coming,Ses03M_impro05a_F001
01383000177800 yeah  you do that  im coming from baltimore  you know where that is,Ses03M_impro05a_M001
01732000222000 sir yes its in maryland  its okaywell imjust let me check here,Ses03M_impro05a_F002
02176000250200 i had eight hundred pounds of luggage,Ses03M_impro05a_M002
02409000277600 okay  sir  can youif you just give me one moment and let me just check okay,Ses03M_impro05a_F003
02695000286507 okay  check,Ses03M_impro05a_M003
02811000339325 alright  and youre coming wait hold on sir  youre coming from baltimore into lax right,Ses03M_impro05a_F004
02944000305000 is it there,Ses03M_impro05a_M004
03353000345900 yes,Ses03M_impro05a_M005
03416000358500 okay and this is direct flight,Ses03M_impro05a_F005
03494000370500 you dont know where were at,Ses03M_impro05a_M006
03709750389800 god,Ses03M_impro05a_M007
03817500422700 im asking you if this is direct flight from baltimore to lax or if you have to stop,Ses03M_impro05a_F006
04119000453650 you know ive been waiting here for four hours for my luggage,Ses03M_impro05a_M008
04541250502400 and its not here they told me to go to this person go to this person  now im at this person,Ses03M_impro05a_M009
04940000538900 youre at me and im going to try to help you out sir but you just have to cooperate with me,Ses03M_impro05a_F007
05311000550700 okay  what do you want,Ses03M_impro05a_M010
05449000570200 how many pieces of luggage do you have checked in,Ses03M_impro05a_F008
05655000597400 eight  and theyre all gone,Ses03M_impro05a_M011
05901000618200 eight pieces of luggage  okay,Ses03M_impro05a_F009
06095000664300 and what are you going to do about it  you going to call someone  you going to send me somewhere else,Ses03M_impro05a_M012
06577000677200 no  im just going to check,Ses03M_impro05a_F010
06710000721900 its my mothers funeral tomorrow and the urn is in the suitcase,Ses03M_impro05a_M013
07154000733300 im sorry sir,Ses03M_impro05a_F011
07264000741625 yeah,Ses03M_impro05a_M014
07425000808900 im very sorry but lets check on this immediately  this is definitely an emergency  it seems,Ses03M_impro05a_F012
07942000835100 what am i going to do tomorrow without the urn,Ses03M_impro05a_M015
08277000876800 sir it seems to me that your luggage is um is not here,Ses03M_impro05a_F013
08719000913275 oh oh thats a good deduction,Ses03M_impro05a_M016
09099250922100 yesit is,Ses03M_impro05a_F014
09136000944700 sherlock holmes  god wheres my luggage,Ses03M_impro05a_M017
09318000967100 sir please please i would ask you to just calm down for a second,Ses03M_impro05a_F015
09624001023200 calm down  its my mothers funeral tomorrow  im the one responsible for this,Ses03M_impro05a_M018
10169001077600 okay  we will find your luggage  apparently because it somehowwhat flight you were taking you were on delta,Ses03M_impro05a_F016
10720001112100 yes  you are a delta representative,Ses03M_impro05a_M019
11121001135100 yes i am,Ses03M_impro05a_F017
11359001163000 what is the matter with you,Ses03M_impro05a_M020
11588001197400 sir i justyou need to calm down is what needs to happen right now,Ses03M_impro05a_F018
11901001208800 dont yell at me,Ses03M_impro05a_M021
12034001229400 okay  im not  im sorry i am being,Ses03M_impro05a_F019
12298001295500 calm  sir okay basically what whats going to happen here is youre going to give me your contact information and we will contact you,Ses03M_impro05a_F020
12679001305800 oh my god  i think a blood vessel burst in my head,Ses03M_impro05a_M022
13013001313900 please please,Ses03M_impro05a_F021
13141001342950 sir listen to me  your luggage is still in baltimore,Ses03M_impro05a_F022
13390001352100 what,Ses03M_impro05a_M023
13462001390600 okay  we can get it here in about seven to ten business days,Ses03M_impro05a_F023
13856751409900 what  are you kidding me,Ses03M_impro05a_M024
14049001418700 yes  well because,Ses03M_impro05a_F024
14120001437100 give give me your manager right now,Ses03M_impro05a_M025
14329001457700 i am the manager sir,Ses03M_impro05a_F025
14505001511900 youre the manager you dont know where you work for you dont know where youre at and youre the manager,Ses03M_impro05a_M026
14951001528700 sir i know where i work for but i was checking because you cannot,Ses03M_impro05a_F026
15229001546100 whose daughter are you,Ses03M_impro05a_M027
15389001557100 sir,Ses03M_impro05a_F027
15604501594850 sir sir sir sir,Ses03M_impro05a_M028
15669001579800 what is your name,Ses03M_impro05a_F028
16005001625300 my name is brent caption,Ses03M_impro05a_M029
16276001674425 now what are you going to do about it,Ses03M_impro05a_M030
00524660079300 can i help you sir,Ses03M_impro05b_F000
00726000102500 yeah,Ses03M_impro05b_M000
01059000169100 ive been here for four hours and i dont know where one piece of my luggage is,Ses03M_impro05b_M001
01593500206125 okay  well letswell im going to go ahead and check on that for you  youre coming fromwhere are you coming from,Ses03M_impro05b_F001
02028000217200 baltimore,Ses03M_impro05b_M002
02094000234500 baltimore and this is a direct flight to lax,Ses03M_impro05b_F002
02309000244700 yes,Ses03M_impro05b_M003
02390000261500 okay  lets look up here,Ses03M_impro05b_F003
,F:--okay-
02585000293500 you know and theyve looked it up before and its not there,Ses03M_impro05b_M004
02891000306700 okay  well you um,Ses03M_impro05b_F004
03009000330000 now what are you going to do for me different hmm,Ses03M_impro05b_M005
03164000382150 what i can do for you is uh we can uh report lost lost property,Ses03M_impro05b_F005
03786000401200 you can report lost property,Ses03M_impro05b_M006
03973000407700 yes,Ses03M_impro05b_F006
04031000514700 okay  im leaving la tomorrow for san diego driving there  so im going to leave without all my lost property  thats what you want me to do um,Ses03M_impro05b_M007
05009000558900 well sir if ifwhat i believe has happened is most of the flight was left,Ses03M_impro05b_F007
05591000586350 the luggage was left in baltimore  therefore,Ses03M_impro05b_F008
05832000600600 most of the,Ses03M_impro05b_M008
05974750621500 like the luggage the luggage on the flight,Ses03M_impro05b_F009
06139000648700 wow  this is an incompetent airline isnt it  are you,Ses03M_impro05b_M009
06406000681600 no actually it wasthis is the first time this has ever happened  i dont know what happened,Ses03M_impro05b_F010
06672000724400 are you going to refund us for our luggage refund us for our tickets for this,Ses03M_impro05b_M010
06898070702483 we i mean,Ses03M_impro05b_FXX0
07109000778100 well we can give you um hotel lodging for a night if that,Ses03M_impro05b_F011
07620000832200 im going to san diego tomorrow to stay with my family  what do i need hotel lodging for hmmm  can you tell me that,Ses03M_impro05b_M011
08152000855000 for tonight for tonight sir  would you need to stay somewhere tonight,Ses03M_impro05b_F012
08489000927700 tonight no  im driving tomorrow  tonight im staying with a friend alright  i dont need hotel reservationswhere  what hotel,Ses03M_impro05b_M012
09237000961700 we can do holiday inn or,Ses03M_impro05b_F013
09522001020400 wow  thank you  holiday inn  wow  thankthe flight cost five hundred dollars,Ses03M_impro05b_M013
10176001038700 sir i understand that but just,Ses03M_impro05b_F014
10206001065400 okay so you can put me in holiday inn for twenty dollar a night,Ses03M_impro05b_M014
10574001087700 did you have your name tags on the luggage,Ses03M_impro05b_F015
10821001109500 of course i had my name tags on the luggage,Ses03M_impro05b_M015
11004001186800 okay  so if you can just give me your name your name and your address and your phone number i can contact you as soon as we find out more information,Ses03M_impro05b_F016
11708001208000 soon as youthats not good enough okay,Ses03M_impro05b_M016
12054001242900 sir please calm down,Ses03M_impro05b_F017
