text,label
 cant thats,neutral
 laugh flippant laugh everything sacred shibboleth,happy
 honestly kind quickly actually past couple month,neutral
 well one even told like would think buy insurance like three hour flight,happy
 know one thing mom weve made terrible mistake dad,happy
 hope im going able survive without dont know im going,happy
 midsummer night wedding,neutral
 mustnt serious dear one thats want,happy
 internet boyfriend guess ill juggle two cheating dont know hmm,neutral
 there nothing understand nothing,happy
 wonder always run full moon cant remember full last year remember,sad
 yes,neutral
 hardly call three liquor glass whole evening going,happy
 futile moralist try make life unbearable laugh flippant laugh sacred shibboleth flippancy brings acid damn sweetness light,neutral
 nothing come fish arrive flop around fish thing go ooh ah look fish go home,neutral
 hardly say hardly call three little liquor glass brandy entire evening going,happy
 dishonest mean sort thing always pay paying,happy
 im going anywhere im staying right,happy
 hardly call three liquor glass whole evening going,happy
 mean dishonest,happy
 oh venice beach,sad
 um think part network trouble last week,neutral
 kidding,neutral
 true think whole thing cruel joke,happy
 wonder always run full moon cant remember full last year remember,sad
 oh okay yeah,happy
 usc everything usc best school ever,happy
 know well well figure mean think army going provide childcare help u um,happy
 uh,neutral
 took overboard,neutral
 mean,happy
 well im looking,happy
 right mean keep keep calling reminding youre still looking,happy
 hmm mmm,neutral
 major,neutral
 dont know want youve already two glass,neutral
 yes mean,happy
 um actually policy fifty dollar,neutral
 dont know okay dont know youre youre fine,happy
 hang,neutral
 im looking forward,happy
 dont form maam cant help thats need go line two,sad
 pity one cant stay happy,neutral
 oh well yeah course,neutral
 who,neutral
 resume,neutral
 usc known history program,happy
 joy,neutral
 dishonest kind thing pay paying,happy
 guess,neutral
 there nothing mean go,happy
 right nice thats great hope nobody get attacked like bear wolf anything,happy
 uh dont know came actually quite large dont money,neutral
 oh kidding,sad
 know like late dinner champagne,happy
 dont know,neutral
 plan forever mean like,happy
 im really good dont know make someone else see,happy
 oh,sad
 well sure mother point view else would come,neutral
 okay dsl cable know travel long distance chance go window mean,happy
 going rough im sorry,happy
 well hope moon stay well wonder always wander full moon cant remember wasnt full last year remember,sad
 said theyd increase pay triplethere promotion,happy
 attitude problem,neutral
 symptom garbage doctor office im receiving callsi cant receive cut,neutral
 understand um,neutral
 shes faithful rock dont know worst moment think,neutral
 like like whats going like take hand pull middle he likeyou know get knee everythingand say marry flipped,happy
 mean dishonest,happy
 oh course flashlight flashlight flashlight naturally,sad
 ridiculous ive forty five minute standing one line took fifteen minute fill form,neutral
 know larry coming back know allow go thinking believe,happy
 alright dont know tell right,happy
 who,neutral
 oh jesus,sad
 looking one like piece candy thought would take candy put headstone,happy
 talking thing,happy
 well something worth,happy
 futile moralist try make life unbearable laugh flippant laugh everything sacred shibboleth flippancy brings acid acid damn sweetness light,happy
 thats nice point view must say,happy
 well im going call security sir hundred people waiting line dmv closing half hour,happy
 hardly call three liqueur glass brandy whole evening going,happy
 never ever,neutral
 yeah resume,happy
 inconvenience bag,neutral
 know know thats,happy
 good tradeoff,happy
 moment time give,happy
 hardly call three liquor glass whole evening going,happy
 who,neutral
 there reason,neutral
 hi joy,neutral
 please refund mischarged charge,neutral
 look nice day arguing,neutral
 yeah know would especially mother,happy
 mean got,happy
 never mean ever,happy
 know larrys coming back know go letting think believe,happy
 yes,neutral
 keep saying flashlight like somehow hows supposed make feel,happy
 dont know,neutral
 tell show picture everything like going see long time important time dont want miss,happy
 real live together,happy
 okay,happy
 sir im sorry way control going take patient u use calling card give free calling card use,happy
 meani dont know,happy
 hadnt nosey never would known thing,happy
 yeah never make studied life theatre acting im never going get anywhere im never going able job,happy
 like im really going get married well like whole thing,happy
 beautiful sacred thing love,happy
 know waited,happy
 hey yes know thats thats im coming,happy
 god sake augie grow going see grunion,happy
 dont laugh im serious,neutral
 futile moralist try make life unbearable laugh flippant laugh everything sacred shibboleth,happy
 dishonest kind thing pay paying,happy
 well give um hotel lodging night,neutral
 want really close thing know know exactly best neighborhood entire world uh,happy
 like prestige,happy
 thats fine id willing start anywhere cant get job,happy
 well im sorry sir responsible,happy
 hi know,happy
 yeah hey prestigious school,happy
 futile moralist try make life unbearable laugh flippant laugh everything sacred shibboleth,happy
 need go back line,neutral
 im sorry sir,happy
 know,happy
 im sorry thing way thing rule,happy
 wonder always run full moon cant remember full last year remember,sad
 imagination thats know tell,happy
 food prepared incorrectly,neutral
 ahanyways took ring go real like course,happy
 mean thats asked quest ultimate truth mean,happy
 important thing bag ive got,happy
 thats ridiculous dont believe,neutral
 never mean ever,happy
 um know dont think think know still private school,neutral
 reallyreally messed,neutral
 dont care money,sad
 know shes waited,happy
 heaven sake going see grunions,happy
 well maybe got earlier lot time,happy
 im working restaurant stuff im also trying audition,happy
 know never,happy
 oh jesus amazing,sad
 cold want jacket brought blanket blanket,neutral
 know know thats shes faithful rock,happy
 know larrys coming back know allow go thinking believe,happy
 heard heard said,neutral
 particular reason anyhow small one,neutral
 darling dont say,sad
 think youre gonnayoure gon na get em back well help maybe,happy
 oh gosh missed twice thats hardly ever,neutral
 yay,neutral
 sure dont know im anything plan could live anywhere want,happy
 getting like died meaning,happy
 im okay dont like choice dont see cry going fix,happy
 yes wallet stolen dont anything dont credit card dont id dont thing file,neutral
 yeah yeah yeah know like could like could like like sock lot money,happy
 dishonest kind thing always pay paying,happy
 yeah,happy
 go everyones clapping he standing put spotlight,happy
 well mean,happy
 become habit,neutral
 yes,neutral
 yeah,happy
 ii talked crew hand,neutral
 right middle five different people huge fat lady next cry kid left went like please get bloody mary please bring bloody mary,happy
 oh dont like youre westsider,neutral
 okay get name information show send wherever stay,happy
 got mail,neutral
 dishonest kind thing always pay paying,happy
 course flashlight mine flashlight su flashlight naturally,neutral
 mean dishonest,happy
 mean dishonest,happy
 bored conversation,neutral
 know,happy
 refundcoverage bag lost yes,neutral
 im sorry still fish,happy
 flippancy brings acid damn sweetness light,neutral
 dont laugh im serious,neutral
 need believe supposed believe everythings going okay dont,happy
 help,sad
 always run full moon dont remember full last year,sad
 imagination thats know tell im embarrassing,happy
 dishonest kind thing always pay paying,happy
 look nice day arguing,neutral
 fifty dollar,neutral
 phone,neutral
 weve missed twice thats ever,happy
 umm itsits uhhits critical study really prestigious program say,neutral
 mustnt serious darling thats want,happy
 yeah,happy
 chicago,neutral
 ii guess came,neutral
 want,neutral
 cant believe youre getting married crazy,happy
 oh good laughter,neutral
 thank,neutral
 oh man,sad
 im bored conversation,happy
 yeah dont understand,neutral
 kind helpful getting job,neutral
 oh god,sad
 mean faith stronger rock,happy
 cold want jacket brought blanket blanket,neutral
 well mean youre still youve tried long think say something,happy
 know,happy
 joke,neutral
 really freak got bill like dont didnt spend charge,neutral
 know know thats shes faithful rock darkest moment think waiting know im right,happy
 yeah,happy
 long going take,happy
 mail,neutral
 true think whole thing poor joke,happy
 uhhuh,neutral
 cold want jacket oh shouldve brought blanket blanket,sad
 well become habit,neutral
 anyone ever said anything like,happy
 youre half reason im going laughter,happy
 mean really aggressive,happy
 filled application right didnt,happy
 im sorry let check immediately definitely emergency seems,happy
 yeah laughter he calling,happy
 yeah,happy
 okay,happy
 work lady told come work stand line,neutral
 thats nice point view must say,happy
 yeah,happy
 yeah yeah know know know weird cause like beginning rest life know,happy
 know larrys coming back know go letting think believe,happy
 well want,neutral
 sir mean,happy
 right uh realize know bad situation im sorry there nothing really,happy
 yeah dont know,happy
 mean ive away ive ive gift know friend family mean got stuff,happy
 look banana dont grow overnight okay,neutral
 he young seems,neutral
 send deposit,neutral
 itsi mean competitive know thatsthats thats got ta competitive,happy
 neednt grand dont happen want moment,sad
 mean life know youre part life mean going year ill back,happy
 ive back line five time,happy
 thanks thanks lot youre really helping excitement hope one dy,neutral
 yes meaning,happy
 heyuh well thats bad cause im getting license right,happy
 ami donti dont understand want driver license california id,sad
 fill form wait,neutral
 okay well im lying,happy
 youre saying didnt make call,happy
 yeah,happy
 mmhmm,neutral
 okay well fine dont care really dont care want phone work thats,happy
 know larry coming back know allow go thinking believe,happy
 want act like he coming back dont think havent noticed since invited wont stand nonsense,neutral
 yeah crazy mean didnt get school got school wanted,happy
 course flashlight whats mine mi flashlight e su flashlight,neutral
 mustnt serious dear one thats want,happy
 oh,sad
 heaven sake fish,neutral
 ive never ive never away two week let alone year,neutral
 weve missed twice thats ever,happy
 look beautiful day outside arguing,neutral
 yeah,happy
 yes sir know bag look like,happy
 dishonest kind thing always pay paying,happy
 right,happy
 awesome,neutral
 well reason point view would coming,neutral
 never ever,neutral
 okay twice many time weve tried thats ever,happy
 heaven sake augie grow going see grunions,happy
 oh yay thank laughter,sad
 fifty dollar way,neutral
 possible maybe statement old transaction hadnt processed yet,neutral
 lose luggage like like,happy
 could pretty awesome,neutral
 definitely definitely,neutral
 nobody house dare take faith away joe stranger might father brother,neutral
 mean dishonest,happy
 could send picture,neutral
 stay party know,happy
 want act like he coming back dont think havent noticed since got wont stand nonsense,neutral
 well become habit,neutral
 downtown beautiful course beautiful,neutral
 everything literally literally talented guy ever met entire life,happy
 twice every time weve tried thats ever,happy
 candid camera movie there show right airplane airline,happy
 look please make look look,neutral
 god grow augie fish going arrive,happy
 receptionist oh spent forty thousand dollar year college degree im receptionist god,neutral
 going,happy
 dont dont think bad,sad
 yeah leave tomorrow,happy
 dont see go kind thing,neutral
 becoming habit,neutral
 youre kidding right youre going give fifty dollar completely cover bag everything inconvenience ive gone paid ticket expect safely get destination stuff much ask mean really dont think thats big deal ask guy bag place leave put bag end,happy
 guess came,neutral
 mean six seven five hour pay bill mean,happy
 yes mean rough,happy
 whole family,neutral
 oh dear im bored conversation,neutral
 dont understand dont job job look job dont anything else,neutral
 youre leaving next week wont even anna birth,happy
 ill little think,neutral
 go get sir sir people line behind need,happy
 phone turned,neutral
 yes thank much responsible youve forgotten something need two form id,happy
 must laugh everything must laugh u,happy
 brought flashlight cant believe forgot bring,sad
 maam obviously idea long taking seems bit line look like thirty forty people could take four five hour im sorry,happy
 im going san diego tomorrow stay family need hotel lodging hmmm tell,happy
 yeah,happy
 well mean thats ask quest ultimate truth dear god mean,happy
 neednt grand dont happen want right,neutral
 well maybe im like frustrated cause cant get job know,happy
 make call bfe nebraska,neutral
 mean call people tell im good,happy
 sick awhile,neutral
 well im trying positive,happy
 happened went wrong,neutral
 seriously whats major,neutral
 youre going go back,happy
 yea,neutral
 okay would way much commute cant especially know especially fromi dont know going say dont know,happy
 oh okay,neutral
 ill believe ill believe dont know thats going happen,happy
 dont know meaning know weve made terrible mistake father,happy
 ii,neutral
 knew would mother anyway,neutral
 twice every time weve tried thats ever,happy
 im going kill right,happy
 dont know feel way know mean everybody say lot crap know dont know talking anyway,happy
 becoming habit,neutral
 sacred beautiful thing love,happy
 going going probably three week,happy
 oh gosh thats cute,neutral
 get place near campus,happy
 huh cold want jacket know brought blanket blanket,happy
 okay kind bag,happy
 go go like doorway go long distance,happy
 im bored stiff want brandy,happy
 who,neutral
 oh god,sad
 say banana dont grow overnight,sad
 could forgotten well hope moon stay wonder always run full moon cant remember moon full last year remember,sad
 yeah mean there money stuff mom helping financial aid stuff itll fine,happy
 mean dishonest,happy
 mean dishonest,happy
 dont ever ever,sad
 yeah,happy
 like,happy
 thats policy sir,happy
 neednt grand dont happen want moment,sad
 know larrys coming back know go letting think believe,happy
 need time,happy
 neednt grand simply dont happen want moment,neutral
 worst moment think waiting know im right,happy
 who,neutral
 bored stiff,neutral
 thats awesome school thats cool,happy
 think imim right,happy
 waist much want,neutral
 mean dishonest,happy
 oh dont stupid,sad
 asked tomato,neutral
 thought would longer know im mean found sick knew wasnt good thought would take longer know,happy
 little specific sir,neutral
 know long gon na take start fill new form,happy
 yes,neutral
 yeah yeah well hello thats im cant get restaurant job cant get restaurant gig one give anything,happy
 oh god anna youre still young dont even think,sad
 would want mean guess know thats kind asked come,happy
 isnt anything cant make exception one time picture identification like dont know,happy
 yes phone turn mean im using turning phone course turn,happy
 yea right well let melet look second uh think,happy
 right want make sure like nice hoteli meanmean im gon na paying lot money dont wannai dont wan na know dont wan na waste time,happy
 dont know youd want youve already three glass,neutral
 want argue,neutral
 weve missed twice,neutral
 dont know lady,neutral
 cold want jacket shouldve shouldve brought blanket blanket could forget bring blanket,happy
 dont thing dont care policy,neutral
 right know still know mean,happy
 love,happy
 know great school know,happy
 im like freaking im like hell going know dont know whats going he like standing sudden give microphone,happy
 beautiful full moon,neutral
 want argue,neutral
 hey look nice day huh arguing,happy
 pop water planned already know pop water breathing like grab hand know hand ive got ring,happy
 futile mortal try make life unbearable laugh flippant laugh everything sacred shibboleth,happy
 well havent decided yet want try thing,happy
 breathing,happy
 certainly must figure fun alright,happy
 flippancy brings acid damn sweetness light,neutral
 look two hour please make easier go get form really,happy
 nobody house dare shake faith stranger might father brother,neutral
 futile mortal try make life unbearable laugh flippant laugh everything sacred shibboleth flippancy brings acid damned sweetness light,happy
 well well see year,neutral
 gon na argue,neutral
 ooh fancy,sad
 neednt grand simply dont happen want moment,neutral
 get license sir go fill another copyexcuse,happy
 yeah whatd howd know,happy
 yea say im stupid enough trying long move somewhere else,happy
 chance probably know taking time um unloaded airplane,happy
 thatll great thatll great,neutral
 party want get drunk tonight,happy
 like keep tab know,happy
 yeah,happy
 flippancy brings acid damned sweetness light,neutral
 nobody house dare take faith away joe stranger might father brother,neutral
 really amanda,neutral
 dont laugh im serious,neutral
 know larrys coming back know allow go thinking believe,happy
 shipping,neutral
 know larrys coming back know go letting think believe,happy
 wrong many way,neutral
 know ahh yeah im definitely looking forward mean great football season last year,happy
 there got something cant go,neutral
 got band something know like towards end song got go stage uh,happy
 well well see year,neutral
 know larrys coming back know allow go thinking believe,happy
 worst time think know,happy
 going tomorrow without urn,happy
 ifmaybewhat uh went somewhere donti dont knowii need figure something,happy
 oh myjust justokay,neutral
 know need need mean take time get good job mean,happy
 im embarrassing didnt want tell,happy
 sara,neutral
 im trying positive im trying say hope doesnt happen,happy
 dont stupid,sad
 yes thats came,happy
 weve missed twice thats hardly ever,happy
 four hundred mile,neutral
 ah great isnt didnt even think bring sixpack sixpack would ticket right,happy
 ask question period,neutral
 ann love love great deal love,happy
 cold want jacket bought blanket blanket great isnt,neutral
 dont know,neutral
 would want,neutral
 carla ask something,happy
 bored stiff want brandy,neutral
 dont want argue time realized nobody belief larrys alive anymore,neutral
 asked tomato six taco got tomato onion,neutral
 oh yes meaning,neutral
 im trying think another way im trying,happy
 okay wrong form start,happy
 mean dishonest,happy
 laughter oh darling mustnt serious thats want,neutral
 well maybe sit time tell stuff done ill write,happy
 yeah know gon na take minute might well get started,happy
 wont pointless like waiting see santa claus,happy
 woman came know person,happy
 okay breathing,happy
 laughter,neutral
 real,neutral
 great isnt six pack would ticket right,happy
 guess came,neutral
 never ever never,neutral
 mean show need key wallet money thousand thousand dollar worth stuff,happy
 anne love love great deal love,happy
 okay compressed anything chance sometimes connection know disrupted know cable squished,happy
 yeah maybeif competitive like maybe im good enough maybe level im there way im ever gon na,happy
 hope moon stay,neutral
 go going,happy
 well laugh everything im going laugh u,happy
 doesnt pay bill would pay something would help get somewhere else,happy
 like really hard like shake go like audition room whatever know mean,happy
 want brandy,neutral
 point view else would come,neutral
 want argue,neutral
 professional softball player malibu laughter,neutral
 um travel backpack green gray got name information,neutral
 much win slot,neutral
 know think,happy
 wont pointless like waiting see santa claus,happy
 nothing,happy
 guy cant believe okay know detail whens going anything,happy
 hows um hows parent,neutral
 well mean im supposed use discretion situation um,happy
 dont want argue time know nobody else belief larrys alive mean,happy
 like make rent apartment two live together know wont pay rent pay like hundred buck month something,happy
 okay um garbage sorry department store think macys something,happy
 oh long last ludicrous overbearing love,neutral
 say yes yet mean sent answer,happy
 yeah im sure,happy
 really amanda,neutral
 could thought bring hope moon stay,neutral
 yeah,happy
 paying guy service im getting service get get dropped call time completely working cant even call nine one one probably wouldnt even work,happy
 yeah would especially mom,happy
 dont stupid,sad
 right,happy
 particular reason anyhow small one,neutral
 dont want argue time realized nobody belief larry alive,neutral
 want argue,neutral
 whole thing,happy
 give,neutral
 understand,neutral
 really,neutral
 want want,neutral
 tonight tonight sir would need stay somewhere tonight,neutral
 im guessing know like checked like decent history program,happy
 he gone cant believe,sad
 yeah,happy
 connection,neutral
 actually asked real wouldve probably asked thing considering chuck e cheese,happy
 try find like party spot though like know there going lot party cool people though know people might,happy
 yeah keep file need id access file,happy
 okay hold ill ill go come back,happy
 well look online say say charged late fee im assuming paid web site,happy
 absolutely,neutral
 thatthat romantic thing ever heard,happy
 free calling card,neutral
 land line sir,neutral
 laugh everything must laugh u,happy
 yeah going celebrate,happy
 thats ever,happy
 cant three week,sad
 worth lot,neutral
 time passing every year,happy
 thanks,neutral
 didnt want tell wanted someplace wed never someplace wed brand new,neutral
 got feel like im shock actually,happy
 uh think seven hundred fifty dollar,neutral
 im smarter half people work,happy
 nobody house dare take away faith joe know stranger might father brother,happy
 okey well well know hoping would help,neutral
 well laugh everything must laugh u,happy
 mean like really conscious right end know,happy
 youre undecided,happy
 like year cant seem get anything really fit drive absolutely insane,happy
 dont stupid,sad
 gosh brought cant believe forgot,sad
 thats thats thats youre going give fifty dollar say go fun vacation without stuff,happy
 never theyhave ever,happy
 oh dear god mean dear god,neutral
 twice every time weve tried thats ever,happy
 look nice day arguing,neutral
 going middle wilderness kind thing happen,happy
 know larrys coming back know go letting think believe,happy
 annie love love great deal love,happy
 kate,neutral
 really amanda,neutral
 oh man great didnt even think bring six pack six pack would ticket right cant believe forgot im like kid amazing got house fly zipped oh,happy
 master phd nice,neutral
 know stupid case drunk driving,happy
 youll give money ill get bag,happy
 sir seems luggage um,neutral
 yeah,happy
 thats great,happy
 yeah,happy
 dont want argue time realized nobody belief larry alive anymore,neutral
 want want write three three people okay write put name,happy
 seeing grunions,neutral
 going somewhere dear,happy
 iraq,neutral
 ooh certainly must figure fun right,neutral
 yeah,happy
 understand um im going put looking baggage actually cant uh bag likely going show going,happy
 yeah,happy
 well um okay sim card didnt fall,happy
 he coming back ill kill laugh laugh,neutral
 nothing,happy
 cant ask cant go back ask could dont know could change assignment something could stay,neutral
 look nice day arguing,neutral
 dont live dont know right,happy
 dont land line,sad
 ill little think,neutral
 might well get started take one,happy
 miss twice ever,neutral
 poor parent know son,happy
 dont take wrong period,sad
 like im accepted like huge load mind,happy
 hope know need today,happy
 need california id,neutral
 want act like he coming back dont think havent noticed since invited wont stand nonsense,neutral
 twice every time weve tried thats ever,happy
 oh god first minute got sent back,sad
 thank,neutral
 honey youre going,happy
 totally skipped right,happy
 like,happy
 know,happy
 kate,neutral
 dont know gon na run away go,neutral
 hey thats cool,happy
 laugh everything must laugh u,happy
 still cant live six seven five possible los angeles housing expensive,sad
 know like getlike must called someone setlike idea,happy
 twenty one yet whatever,sad
 okay think three year little excessive,happy
 amanda really,neutral
 carry nine month yes,neutral
 well promise going safe,happy
 well well see year,neutral
 hey always run full moon cant remember full last year remember,neutral
 look like know mean hey took know like six year get mean,happy
 mean kind thing man always come back definitely coming back u,happy
 im sorry im sorry youre hard time,happy
 really really stressful day okay need bag please help get bag,happy
 uh mean know know really want like know sort,happy
 ask god damn told ask hate ask insulting,sad
 nothing,happy
 go interview theyre cool everything know nice im nice know give take back forth whatever,happy
 wanted place wed never place wed brand new,neutral
 mean thats reason asked,happy
 think silly go thing,happy
 dont laugh im serious,neutral
 well faith dont choice go,sad
 certainly must figure fun alright,happy
 oh good idea,neutral
 ummphd laughter,neutral
 well youwhat would ideally like know,happy
 im going take obviously misleading,happy
 dont want argue time know nobody else think larrys alive anymore,happy
 really penny slot,neutral
 three small minute liquor glass evening hardly going,happy
 he coming back ill kill mean laughlaugh,happy
 who,neutral
 thanks,neutral
 part left,neutral
 certainly must figure fun right,happy
 tonight im driving tomorrow tonight im staying friend alright dont need hotel reservationswhere hotel,happy
 know cause whatever want right try class try class pick whatever like best,happy
 right sure,happy
 going argue,happy
 yeah think really also consider like u kind thing think youre part community going like,happy
 penny slot thats play,happy
 okay well send reimburse amount minute,happy
 youre twenty five okay people dont start theyre thirty five,happy
 want argue,neutral
 twice every time tried thats ever,happy
 oh totally totally,sad
 thats control,happy
 like know long shes waiting im right,happy
 want argue,neutral
 uh grew together,happy
 thats romantic oh gosh must died thats like one thing write magazine like boyfriend oh god,happy
 dont stupid,sad
 nobody house dare take faith away joe stranger might father brother,neutral
 yeah im eighteen itsgo get drunk,happy
 yeah,happy
 wont like waiting santa clause something feel like though whole life going standing beach waiting eye opened expectantly hand clasped neatly front waiting fish show fish show,happy
 persistence mean thats important thats,happy
 anne love love great deal love,happy
 okay,happy
 could discretion back,neutral
 going going dangerous,happy
 dont see want youve already two glass,sad
 yeah,happy
 ill little think,neutral
 im giving money bag gone im really sorry nothing,happy
 plan everything make sure one get attacked bear,happy
 well know,happy
 futile moralist try make life unbearable laugh flippant,neutral
 know mean bet home game like nut know,happy
 cant take one sir wrong form,sad
 look augie weve never seen theyre never going come,happy
 dont even know tell,neutral
 god know weve spent much time really surreal really weird going able see anymore go,happy
 oh sixpack thats shouldve brought sixpack ticket right could forget,happy
 okay,happy
 long going last ludicrous overbearing love,happy
 cant believe forgot im like kid amazing got house fly zipped,happy
 well mean,happy
 making fascinating,neutral
 weve missed twice,neutral
 ill little think,neutral
 want want,neutral
 mean feel like whole life gon na spent standing beach eye wide open hand clasped expectantly waiting fish show fish wont show,happy
 mean feel like whole life going spent standing beach waiting fish show eye open hand clasped expectantly fish wont show,happy
 cant believe forgot im like kid amazing got house fly zipped,happy
 come birthday,neutral
 well im leaving three week yeah,happy
 okay,happy
 shouldnt dream walk night waiting contradict say straight dont hope anymore havent hope year,sad
 top two form id already,neutral
 yes completely understand actually ourour airline us five star hotel except charge three star hotel rate corporation able get deal hotel,happy
 um well there much file report well call come,neutral
 like like cant,neutral
 augie god dammit dont ask always ask hate ask insulting,sad
 really amanda,neutral
 well see year,neutral
 dont want argue time realized nobody belief larrys alive anymore,neutral
 right,happy
 know,happy
 well want want,neutral
 start like little spiel like,happy
 dont sim card verizon guy dont use sim card,neutral
 dont,sad
 certainly must figure fun alright,happy
 well long last u ludicrous overbearing love,happy
 oh,sad
 laughter dont laugh im serious,neutral
 whole area didnt initial,neutral
 chuck e cheese,neutral
 nothing going somewhere darling,happy
 get like part,happy
 nobody house better ever daredare challenge faith maybe stranger father brother,neutral
 dont understand complicated people get simple form need id,happy
 dont know guess next summer,neutral
 oh oh thats good deduction,happy
 um hair found three six,neutral
 know kicking,happy
 couldnt find,neutral
 dont want argue time realizes larrys coming back anymore,neutral
 dont like dont like sending thing mail dont want information,happy
 um dont want argue time realized nobody else belief larry alive,neutral
 accident,neutral
 mean kind got got fake til feel right,happy
 yeah,happy
 cant know pretend im getting renewing california id dont tell anybody im getting new one different state,happy
 yeah make like open bank account stuff,happy
 huh well im san francisco,happy
 well internet set well get web camera everything whole family,happy
 cant,sad
 im sorry lot people waiting youre going get line,happy
 hey give back,happy
 full moon last year running cant remember remember,sad
 like geology awesome rock pun intended laughter,happy
 okay alright yeah see,happy
 going want argue,happy
 okay look beautiful day arguing,happy
 dont mind worrying paperwork know,neutral
 thats good dont like teach class,happy
 shouldnt dream walk night waiting contradict say outright dont hope anymore havent hope long time,happy
 there nothing maam,happy
 umm guess guess thats kind came,happy
 youre gon na go get line,happy
 wow,neutral
 well see year,neutral
 well shall always want bicker fight,neutral
 twice every time tried thats ever,happy
 understandwere,neutral
 oh darling mustnt serious want,sad
 aw know brought six pack six pack would ticket right huh,happy
 yeah like thats pathetic hope enjoy,happy
 dont see want youve already two glass,sad
 opinion else would come,neutral
 imagination thats know tell,happy
 wont pointless like waiting see santa claus feel though entire life going spent standing beach eye wide open hand clasped expectantly waiting fish show fish wont show,happy
 want pretend like he coming back,happy
 gon na let stay home go mean thats,happy
 right give hundred dollar,happy
 yet,neutral
 yeah,happy
 hardly call three glass liquor whole evening long going,happy
 choice dont go,sad
 going somewhere dear,happy
 going somewhere dear,happy
 yeah,happy
 youre going argue,happy
 give social,neutral
 mean cant cant persistent forever know cant job forever know ive got ive got something ive got make money get food table,happy
 nice moon though stay full always run full moon cant remember full last year,sad
 think infantry im sure,happy
 dont know astronaut dont know something crazy like,happy
 yeah,happy
 like paid right company due date still even show payment charged late fee afterwards,happy
 want pretend like he coming back dont think havent noticed chris since shes gotten dont want nonsense,neutral
 dont know commuting malibu would ridiculous,neutral
 well thats thats good know least dont know mean better go goout way,happy
 got freak,neutral
 dont time today,neutral
 dont see want already two glass,sad
 pay money,neutral
 couldnt go get another one,happy
 happen night came back sleep room suddenly memorial break piece look look,neutral
 yes,neutral
 make exception make exception everyone mean iive seen know frustrating there nothing,happy
 would want mean guess kind know maybe thats asked come,happy
 didnt even think bring sixpack sixpack would thing right cant believe forgot look kid surprise make house fly,happy
 didnt turn baggage claim,happy
 ah reply broken heart,neutral
 dont know,neutral
 like something like eight hundred dollar dont remember lot thing front right,happy
 worst part car girlfriend,neutral
 great know gone fit downtown im going like right think im going living city light downtown,happy
 always want bicker fight,neutral
 oh man old five,sad
 im big fan wheel fortune quarter cost much dont know,happy
 like get part like like like cult,happy
 yeah either,happy
 mean came really quick know mean garbage sickness,happy
 therethere plenty people withwith like good job know lot,happy
 mention work,neutral
 understand youve got start somewhere better nothing thats nothing right,happy
 wont augie like waiting santa claus come feel like going spend entire life standing beach eye wide open hand clasp expectantly front waiting fish show fish show,happy
 know,happy
 well mean bad maybe youre gon na take something doesnt really fit know like maybe youll something else find new field new skill,happy
 shes like feel know doesnt know know help get wont let go hand shes like said saved life marry,happy
 yeah im sorry,happy
 um yeah yeah im ta two session mmhmm,happy
 yeah,happy
 know shouldnt walk night thinking dreaming contradict say dont hope anymore havent hope year,neutral
 really,neutral
 uh flippant brings acid damned beauty light,neutral
 dont want argue time realized one belief larrys coming back anymore,neutral
 imagination thats know tell,happy
 particular reason anyhow small one,neutral
 mean cant put like know kitchen work something wont get,happy
 im waitingim coming back dont time come back five day,neutral
 cant,sad
 okay well right right without going back line see look initialed done ready go,happy
 there nothing come grunions arrive little fish business go oh ah look fish go home go home,neutral
 yeah yeah course,happy
 filled,neutral
 god supposed take look house next week,neutral
 laughter im excited joe oh man got ini got school theatre like,happy
 dont like make decision anymore dont try decide like bad school im going go know,happy
 happen night came sleep room memorial break piece look look,neutral
 yeah werent unemployed three year trying find job mean point im going go drive cab know work gas station something dont even dont know anymore,happy
 wantedshe always want something spontaneous,happy
 yes,neutral
 dont want argue time realizes nobody belief larrys coming back anymore,neutral
 mustnt serious darling want,neutral
 pay money give like twenty buck youll go back get form,happy
 yeah,happy
 missed twice thats ever,happy
 oh really,sad
 garbage know know know well figure right garbage going much fun,happy
 actor,neutral
 long last ludicrous overbearing love,happy
 average would use,neutral
 laughter know mean part,happy
 thats okay yeah else,happy
 cold want jacket brought blanket blanket oh great didnt even think bring six pack oh six pack would ticket right,neutral
 shouldnt dream walk around waiting night mean contradict say straight dont hope anymore havent hope year,neutral
 totally cool mean like friend mine he undecided like past like eleven year life,happy
 birthday party,neutral
 shall always want bicker fight,neutral
 wow yeah cause yeah dont know im sure heoh yeah definitely hadwould someone else,happy
 become habit,neutral
 yeah ill help plan,neutral
 yeah,happy
 want want,neutral
 happens happens time,happy
 dont leave country,sad
 making fascinating,neutral
 okay certainly hope course,happy
 well uh would want,neutral
 particular reason anyhow small one,neutral
 think um maybe file claim want turn main office,happy
 okay,happy
 try take back get order fixed sir,happy
 im making fascinating,happy
 desire fade along passion,neutral
 think wrong dont yard chair want ready dont want win away anything,neutral
 yeah create bad connection wont always bad connection bad,happy
 woman job allure man watch minute,neutral
 oh yeah would well depends type car though guess would worth helicopter yeah helicopter helipad right yeah exactly,happy
 think wrong chair yard want ready dont want win away anything,neutral
 okay well whats bugging,happy
 yesit,neutral
 think want leave,neutral
 guess getting really hard fake know,happy
 okay charging month going give three month free,happy
